Empresa Aérea;Aeroporto de Origem Designador OACI;Nome/UF/País Origem;Aeroporto de Destino Designador OACI;Nome/UF/País Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);178;   1,12;   2,27;    ,57
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);32;    ,00;   3,13;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);135;    ,74;   2,24;    ,75
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);32;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBTE;SENADOR PETRÔNIO PORTELLA(PI, BRASIL);29;    ,00;   3,45;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);78;    ,00;   2,56;   1,28
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSP;CONGONHAS(SP, BRASIL);89;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);25;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);123;    ,00;   3,25;   1,63
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);90;    ,00;   1,11;   1,11
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBPL;SENADOR NILO COELHO(PE, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMS;DIX-SEPT ROSADO(RN, BRASIL);12;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);117;    ,85;   3,45;    ,86
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);114;    ,88;   3,54;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKG;PRESIDENTE JOÃO SUASSUNA(PB, BRASIL);30;    ,00;   3,33;   3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);25;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);99;   1,01;   7,14;   4,08
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);139;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);110;    ,00;   5,45;    ,91
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFN;FERNANDO DE NORONHA(PE, BRASIL);45;    ,00;   4,44;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);110;   5,45;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);57;    ,00;   5,26;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBAR;SANTA MARIA(SE, BRASIL);99;    ,00;   3,03;   1,01
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBRD;RONDONÓPOLIS(MT, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);11;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;    ,00;  14,81;   3,70
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);26;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);30;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPS;PORTO SEGURO(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);23;    ,00;   8,70;   4,35
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPS;PORTO SEGURO(BA, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPS;PORTO SEGURO(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);34;    ,00;   2,94;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPS;PORTO SEGURO(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);35;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPL;SENADOR NILO COELHO(PE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPL;SENADOR NILO COELHO(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);18;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPK;PELOTAS(RS, BRASIL);SBSM;SANTA MARIA(RS, BRASIL);23;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPB;AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBUG;RUBEM BERTA(RS, BRASIL);21;    ,00;   4,76;   4,76
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);27;    ,00;   3,70;   3,70
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBPK;PELOTAS(RS, BRASIL);23;    ,00;   4,35;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBNM;SANTO ÂNGELO(RS, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);134;    ,75;   1,50;    ,75
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);79;    ,00;   2,53;   2,53
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBFI;CATARATAS(PR, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);10;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBPA;SALGADO FILHO(RS, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBNM;SANTO ÂNGELO(RS, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);21;    ,00;   4,76;   4,76
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);86;    ,00;   1,16;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMS;DIX-SEPT ROSADO(RN, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);12;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMQ;ALBERTO ALCOLUMBRE(AP, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);57;   3,51;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);117;   1,71;    ,87;    ,87
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);31;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBML;FRANK MILOYE MILENKOVICH(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMK;MÁRIO RIBEIRO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);50;   2,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMG;SÍLVIO NAME JÚNIOR(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);55;   1,82;   3,70;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBMA;JOÃO CORREA DA ROCHA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);29;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBLO;GOVERNADOR JOSÉ RICHA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);54;    ,00;   1,85;   1,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SWLC;GENERAL LEITE DE CASTRO(GO, BRASIL);10;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBZM;REGIONAL DA ZONA DA MATA(MG, BRASIL);20;    ,00;   5,00;   5,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);92;    ,00;   2,17;   1,09
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);88;    ,00;   5,68;   3,41
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBTG;TRÊS LAGOAS(MS, BRASIL);13;    ,00;   7,69;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBTE;SENADOR PETRÔNIO PORTELLA(PI, BRASIL);54;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);110;   2,73;    ,93;    ,93
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);85;    ,00;   3,53;   1,18
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);13;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);83;    ,00;   6,02;   2,41
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);177;   1,13;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);114;    ,88;   4,42;   1,77
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBRD;RONDONÓPOLIS(MT, BRASIL);12;    ,00;   8,33;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);27;    ,00;   3,70;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);34;    ,00;   2,94;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBPL;SENADOR NILO COELHO(PE, BRASIL);19;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);26;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);134;    ,75;   3,01;   1,50
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);87;    ,00;   2,30;   1,15
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);31;    ,00;   3,23;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBML;FRANK MILOYE MILENKOVICH(SP, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBMG;SÍLVIO NAME JÚNIOR(PR, BRASIL);55;    ,00;   3,64;   1,82
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBLO;GOVERNADOR JOSÉ RICHA(PR, BRASIL);55;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);31;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);5;    ,00;  20,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBJA;REGIONAL SUL(SC, BRASIL);13;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);112;    ,00;   2,68;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);77;    ,00;   2,60;   1,30
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);32;    ,00;   3,13;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);112;    ,00;   5,36;   2,68
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBFI;CATARATAS(PR, BRASIL);30;    ,00;   3,33;   3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);63;    ,00;   6,35;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBDO;DOURADOS(MS, BRASIL);25;    ,00;   8,00;   4,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);56;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBDB;BONITO(MS, BRASIL);11;   9,09;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);83;    ,00;   1,20;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCX;REGIONAL HUGO CANTERGIANI(RS, BRASIL);25;    ,00;   8,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);153;    ,00;   3,27;   1,31
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCN;NELSON RODRIGUES GUIMARÃES(GO, BRASIL);1; 100,00;;
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCH;SERAFIN ENOSS BERTASO(SC, BRASIL);29;    ,00;   6,90;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCG;CAMPO GRANDE(MS, BRASIL);56;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);160;    ,00;   1,88;    ,63
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBCA;ADALBERTO MENDES DA SILVA(PR, BRASIL);31;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);128;    ,78;    ,79;    ,79
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);42;    ,00;   4,76;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);26;    ,00;   3,85;   3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);SBAE;BAURU/AREALVA (SJTC*)(SP, BRASIL);26;    ,00;   3,85;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);LPPT;LISBOA(, PORTUGAL);7;    ,00;  28,57;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKP;VIRACOPOS(SP, BRASIL);KFLL;FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);13;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBKG;PRESIDENTE JOÃO SUASSUNA(PB, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);31;   3,23;  10,00;   6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);31;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);99;   2,02;   4,12;   2,06
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);5;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);2;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJE;JERICOACORA(CE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBJA;REGIONAL SUL(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);13;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBIZ;PREFEITO RENATO MOREIRA(MA, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);13;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBIZ;PREFEITO RENATO MOREIRA(MA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBIL;BAHIA - JORGE AMADO(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);30;    ,00;   6,67;   6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBHT;ALTAMIRA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);19;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGV;CORONEL ALTINO MACHADO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);30;   3,33;   3,45;   3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);139;    ,00;   1,44;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);79;    ,00;   3,80;   2,53
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);52;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);31;   3,23;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);84;    ,00;   1,19;    ,00
