Empresa Aérea;N Voo;Aeroporto de Origem Designador OACI;Nome/UF/Pai�s Origem;Aeroporto de Destino Designador OACI;Nome/UF/Pai�s Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
ANZ - AIR NEW ZEALAND LIMITED;3011;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);1;0;0;0
ANZ - AIR NEW ZEALAND LIMITED;3012;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);4;75;100;100
ANZ - AIR NEW ZEALAND LIMITED;3013;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);4;75;100;0
ARG - AEROLINEAS ARGENTINAS S/A;1240;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1241;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);1;0;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1244;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);2;0;50;50
ARG - AEROLINEAS ARGENTINAS S/A;1244;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);4;75;100;100
ARG - AEROLINEAS ARGENTINAS S/A;1245;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(, ARGENTINA);2;0;50;50
ARG - AEROLINEAS ARGENTINAS S/A;1245;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);4;75;100;0
ARG - AEROLINEAS ARGENTINAS S/A;1260;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);5;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1261;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);6;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1264;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1264;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);4;75;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1265;SBFL;HERCÍLIO LUZ(SC, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);1;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1265;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);4;75;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1330;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;1331;SBFL;HERCÍLIO LUZ(SC, BRASIL);SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);1;100;0;0
ARG - AEROLINEAS ARGENTINAS S/A;7685;SBEG;EDUARDO GOMES(AM, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
ARG - AEROLINEAS ARGENTINAS S/A;7763;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;177;SKBO;EL DORADO INTERNATIONAL AIRPORT(, COLÔMBIA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;178;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SKBO;EL DORADO INTERNATIONAL AIRPORT(, COLÔMBIA);1;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4300;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);27;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4301;SBCY;MARECHAL RONDON(MT, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);24;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4302;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;0;3,57;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4303;SBCY;MARECHAL RONDON(MT, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4304;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);25;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4305;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);29;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4306;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);29;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4307;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4313;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4316;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4317;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);2;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4319;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4320;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);2;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4322;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4327;SBCT;AFONSO PENA(PR, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);28;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4333;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);25;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4346;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4348;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);26;0;0;0
AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA;4713;SBEG;EDUARDO GOMES(AM, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;4705;SABE;JORGE NEWBERY AIRPORT(, ARGENTINA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6501;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);26;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6502;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6503;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);29;0;3,45;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6504;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);28;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6507;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6510;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);25;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6511;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);26;0;3,85;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6512;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);26;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6513;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);24;0;0;0
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6518;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);25;0;8;8
AZA - ALITALIA SOCIETA AEREA ITALIANA S.P.A.;6520;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2400;SBKP;VIRACOPOS(SP, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2401;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2402;SBKP;VIRACOPOS(SP, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);4;0;25;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2403;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2404;SBKP;VIRACOPOS(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2405;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2406;SBKP;VIRACOPOS(SP, BRASIL);SBFI;CATARATAS(PR, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2407;SBFI;CATARATAS(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2408;SBKP;VIRACOPOS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2409;SBPS;PORTO SEGURO(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2424;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2427;SBPS;PORTO SEGURO(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2430;SBCF;TANCREDO NEVES(MG, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);3;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2431;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);3;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2432;SBCF;TANCREDO NEVES(MG, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2433;SBFZ;PINTO MARTINS(CE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2434;SBCF;TANCREDO NEVES(MG, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2435;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2436;SBCF;TANCREDO NEVES(MG, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2441;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2467;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2468;SBPS;PORTO SEGURO(BA, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2476;SBKP;VIRACOPOS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2477;SBPS;PORTO SEGURO(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2478;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2479;SBPS;PORTO SEGURO(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2484;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2485;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2496;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2497;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2498;SBKP;VIRACOPOS(SP, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2499;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2500;SBKP;VIRACOPOS(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);3;0;33,33;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2501;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);3;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2514;SBCR;CORUMBÁ(MS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);11;9,09;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2514;SBKP;VIRACOPOS(SP, BRASIL);SBDB;BONITO(MS, BRASIL);11;9,09;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2514;SBDB;BONITO(MS, BRASIL);SBCR;CORUMBÁ(MS, BRASIL);11;9,09;10;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2528;SBKP;VIRACOPOS(SP, BRASIL);SBCN;NELSON RODRIGUES GUIMARÃES(GO, BRASIL);1;100;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2529;SBCN;NELSON RODRIGUES GUIMARÃES(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;100;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2550;SBKP;VIRACOPOS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);4;25;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2551;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;25;25
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2570;SBKP;VIRACOPOS(SP, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2571;SBFZ;PINTO MARTINS(CE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2572;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2573;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2592;SBKP;VIRACOPOS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;2593;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);3;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4000;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);23;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4001;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);21;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4002;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);5;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4003;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);5;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4004;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);24;0;4,17;4,17
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4005;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4006;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);19;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4007;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4008;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);10;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4009;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4010;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4011;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4012;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4013;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);30;0;6,67;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4014;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4015;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);5;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4016;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);21;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4017;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);21;0;4,76;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4019;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);23;0;8,7;8,7
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4020;SBPS;PORTO SEGURO(BA, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);23;0;8,7;4,35
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4021;SBCT;AFONSO PENA(PR, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);7;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4024;SBPA;SALGADO FILHO(RS, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4026;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;3,33;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4027;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;0;3,57;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4028;SBKP;VIRACOPOS(SP, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);29;0;3,45;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4030;SBPA;SALGADO FILHO(RS, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4031;SBKP;VIRACOPOS(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4032;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4035;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);26;0;7,69;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4036;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;4;4,17;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4039;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);13;0;0;0
