Empresa Aérea;N Voo;Aeroporto de Origem Designador OACI;Nome/UF/Pai�s Origem;Aeroporto de Destino Designador OACI;Nome/UF/Pai�s Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1918;SBSP;CONGONHAS(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1919;SBSP;CONGONHAS(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1920;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1921;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1922;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1923;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1924;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1925;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1926;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1927;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1928;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1931;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1933;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1934;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1936;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1937;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1940;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1941;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1943;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1944;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1946;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1947;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);1948;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4902;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4904;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4907;SBCJ;CARAJÁS(PA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);17;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4908;SBCF;TANCREDO NEVES(MG, BRASIL);SBCJ;CARAJÁS(PA, BRASIL);17;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4910;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);14;7,14;15,38;15,38
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4966;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4966;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4966;SBFZ;PINTO MARTINS(CE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4967;SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);22;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4967;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4970;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);16;6,25;6,67;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4970;SBPA;SALGADO FILHO(RS, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4972;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;3,33;10,34;6,9
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4973;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4973;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4974;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4975;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4976;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);27;0;3,7;3,7
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4976;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4977;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4978;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4978;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);9;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4979;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4980;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);29;0;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4980;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4981;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;100;100
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4982;SBEG;EDUARDO GOMES(AM, BRASIL);SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4983;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4983;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4984;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);10;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4984;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4985;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4985;SBMQ;ALBERTO ALCOLUMBRE(AP, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4986;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);22;18,18;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4987;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;0;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4989;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;3,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4990;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);2;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4991;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);16;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4992;SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4992;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;100;100
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4993;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4994;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);20;0;5;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4994;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4995;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);22;0;9,09;4,55
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4996;SBCT;AFONSO PENA(PR, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4996;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);3;0;33,33;33,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4997;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4998;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);12;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4999;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);4999;SBCT;AFONSO PENA(PR, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5000;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5001;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5002;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5003;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5006;SBFZ;PINTO MARTINS(CE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5007;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;8;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5008;SBCT;AFONSO PENA(PR, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5009;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);17;0;5,88;5,88
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5010;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5012;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5013;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5014;SBCT;AFONSO PENA(PR, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5015;SBFZ;PINTO MARTINS(CE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5017;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);30;0;3,33;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5018;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5018;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5018;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5019;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5020;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);20;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5591;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5594;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);29;0;3,45;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5595;SBKP;VIRACOPOS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);12;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5598;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5600;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);3;0;33,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5602;SBMS;DIX-SEPT ROSADO(RN, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);12;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5603;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMS;DIX-SEPT ROSADO(RN, BRASIL);12;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5605;SBKP;VIRACOPOS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);28;0;10,71;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5608;SBMQ;ALBERTO ALCOLUMBRE(AP, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5610;SBPA;SALGADO FILHO(RS, BRASIL);SBUG;RUBEM BERTA(RS, BRASIL);20;0;5;5
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5611;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBIZ;PREFEITO RENATO MOREIRA(MA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5612;SBUR;MÁRIO DE ALMEIDA FRANCO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);22;0;4,55;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5613;SBUR;MÁRIO DE ALMEIDA FRANCO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5614;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5615;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);14;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5616;SBCF;TANCREDO NEVES(MG, BRASIL);SBVC;GLAUBER DE ANDRADE ROCHA(BA, BRASIL);30;0;3,33;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5618;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5618;SBEG;EDUARDO GOMES(AM, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);3;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5622;SBKP;VIRACOPOS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);3;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5623;SBKP;VIRACOPOS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5624;SBVC;GLAUBER DE ANDRADE ROCHA(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);23;0;4,35;4,35
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5625;SBEG;EDUARDO GOMES(AM, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5626;SBKP;VIRACOPOS(SP, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);3;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5651;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5652;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5652;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5653;SBKP;VIRACOPOS(SP, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5654;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5655;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5655;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5656;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5658;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);30;0;3,33;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5660;SBGV;CORONEL ALTINO MACHADO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;3,57;3,7;3,7
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5661;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5662;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);25;0;8;4
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5662;SBFN;FERNANDO DE NORONHA(PE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);28;0;7,14;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5665;SBPA;SALGADO FILHO(RS, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5666;SBKP;VIRACOPOS(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);30;3,33;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5668;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5669;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
